stop_id,stop_code,stop_name,stop_lat,stop_lon,wheelchair_boarding
4-468,468,Ouges Mairie,47.26244,5.075109,0
4-467,467,Tilleul,47.263546,5.070472,0
4-1039,1039,Ecluse,47.278748,5.062572,0
4-1045,1045,Terminal,47.277882,5.069882,0
4-1146,1146,Colleys,47.256737,5.046723,0
4-1020,1020,Perrigny Mairie,47.266117,5.006419,0
4-1021,1021,Tourelle,47.267128,5.005531,0
4-1022,1022,Terreau du Moulin,47.269962,5.00796,0
4-1023,1023,Lapostolet,47.273289,5.009224,0
4-1024,1024,Vignery,47.272774,5.006275,0
4-1026,1026,CAT - ESAT,47.274754,5.006612,0
4-1027,1027,Cap-Sud,47.278351,5.009067,0
4-959,959,Dardelain,47.278465,5.009959,0
4-1252,1252,Colombier,47.26973,4.990745,0
4-1253,1253,Méchalot,47.272423,4.99183,0
4-1254,1254,St-Vincent,47.275204,4.994521,0
4-941,941,Limburgerhof,47.291912,5.01538,0
4-942,942,Ferry,47.295307,5.017641,0
4-939,939,Collège Aymé,47.280457,5.003247,0
4-938,938,Rameau,47.278389,5.000022,0
4-1275,1275,Herbiottes,47.278435,5.016398,0
4-374,374,Opaline,47.333179,5.090545,0
4-375,375,Marie de Bourgogne,47.334023,5.089185,0
4-1685,1685,Préfecture,47.324242,5.042165,0
4-1684,1684,Notre Dame,47.322502,5.041031,0
4-1209,1209,Brossolette,47.342026,4.990854,0
4-1213,1213,Milsand,47.308674,5.038862,0
4-1228,1228,Suquet,47.316086,5.033679,0
4-1262,1262,Sembat,47.297466,5.021956,0
4-1281,1281,Claudel,47.306499,4.997599,0
4-1289,1289,Verriers,47.300121,5.036644,0
4-1293,1293,Ateliers APF,47.289352,5.049951,0
4-1392,1392,Chambertin,47.367123,4.998951,0
4-1394,1394,La Paisse,47.368622,4.987738,0
4-1321,1321,Champs Creux,47.300415,5.12322,0
4-1399,1399,York,47.331284,5.059229,0
4-1388,1388,Pompon,47.333389,5.023497,0
4-1629,1629,Quetigny C. Cial,47.311531,5.10412,0
4-1646,1646,Tirbaude,47.329086,5.088957,0
4-1617,1617,Pièce Léger,47.277527,5.015149,0
4-1620,1620,Monge Cité de la gastronomie,47.317825,5.032032,0
4-1627,1627,Vaillant,47.329998,5.044588,0
4-1635,1635,La Combe,47.276676,5.118399,0
4-1636,1636,Neuilly Liberté,47.279778,5.107489,0
4-1654,1654,Saint-Apollinaire Mairie,47.333721,5.085489,0
4-1649,1649,Saint-Apollinaire Mairie,47.333748,5.085133,0
4-1655,1655,Marie de Bourgogne,47.333912,5.088094,0
4-1683,1683,Beaux Arts,47.322239,5.042328,0
4-1625,1625,Canzio,47.342674,5.000699,0
4-10012,10012,A. Patte,47.278275,4.918694,0
4-10011,10011,Les Pins,47.29459,4.937262,0
4-10010,10010,Corcelles les Monts,47.295341,4.940222,0
4-10009,10009,Combe à la Serpent,47.301506,4.961004,0
4-10038,10038,St-Laurent,47.357502,4.990644,0
4-10044,10044,Bourvil,47.290615,5.129813,0
4-10045,10045,Trianon,47.28804,5.127615,0
4-10058,10058,Piot,47.306538,5.05511,0
4-10064,10064,Docteur Schmitt,47.324162,5.073758,0
4-10065,10065,Hyacinthe Vincent,47.326183,5.073253,0
4-1647,1647,Abbé Pierre,47.330254,5.089017,0
4-752,752,Barbe,47.329014,5.03968,0
4-541,541,Billardon,47.328373,5.069619,1
4-1358,1358,Bourroches Eiffel,47.312843,5.014087,0
4-626,626,Calmette,47.309387,5.001977,0
4-91,91,Carmélites,47.285645,5.07426,0
4-685,685,Lycée le Castel,47.312878,5.036944,0
4-872,872,Collège Le Parc,47.310944,5.033022,0
4-321,321,Cellerier,47.327652,5.033269,0
4-456,456,Ecole des Métiers,47.291649,5.035991,0
4-1255,1255,Cours Fleury,47.327415,5.042259,0
4-334,334,Grands Crus,47.284592,5.008149,0
4-1147,1147,Chevigny Pont Neuf,47.242931,5.056915,0
4-937,937,Champforey,47.27763,4.997458,0
4-952,952,Marsannay,47.279789,5.006493,0
4-113,113,Chevigny Mairie,47.302197,5.137074,0
4-86,86,Champmaillot,47.318302,5.055841,0
4-332,332,Cimetière,47.303013,5.064882,0
4-32,32,Clomiers,47.333496,5.016486,0
4-784,784,Fontaine C. Cial,47.35564,5.030325,0
4-534,534,Lycée Eiffel,47.334526,5.066319,0
4-1145,1145,Domois,47.259644,5.047849,0
4-907,907,Boutaric,47.334686,5.061534,0
4-549,549,Epirey Capnord (descente),47.339821,5.068563,0
4-25,25,Ecoparc Dijon Bourgogne,47.334724,5.10605,0
4-688,688,Marne,47.330647,5.048791,0
4-10046,10046,Champ Chardon,47.283291,5.12824,0
4-866,866,Fac des Sciences,47.314995,5.064064,0
4-437,437,Félizots,47.342796,5.023745,0
4-435,435,Monnet,47.346939,5.026337,0
4-836,836,De Coubertin,47.309288,5.083054,0
4-317,317,Houdart,47.336025,5.025086,0
4-118,118,Ronde,47.317314,5.109237,0
4-197,197,Cap Vert,47.313412,5.094741,0
4-1004,1004,Le Lac,47.325466,5.007637,0
4-196,196,Bief du Moulin,47.284256,5.061015,0
4-110,110,Lescure,47.337021,5.109002,0
4-995,995,Lycée Kir,47.341488,4.967165,0
4-1314,1314,Longvic Z.I.,47.275421,5.062033,0
4-562,562,Mansart,47.312328,5.063041,0
4-1127,1127,Marronniers,47.282265,5.10652,0
4-832,832,Urgences CHU,47.322315,5.069269,0
4-94,94,Mont Blanc,47.299046,5.077368,0
4-171,171,Fassoles,47.334949,5.009356,0
4-1331,1331,Chevigny,47.297413,5.125604,0
4-74,74,St-Mesmin,47.332352,5.01852,0
4-1310,1310,Maladière,47.34457,5.000753,0
4-1653,1653,Moirey,47.333668,5.08358,0
4-845,845,Pré aux Moines,47.290035,5.099713,0
4-187,187,Parc,47.302307,5.048676,0
4-530,530,Grésilles Trimolet,47.329247,5.065017,0
4-109,109,Pré Rondot,47.338581,5.105918,0
4-450,450,Morel Retz,47.305202,5.039957,0
4-698,698,Roosevelt,47.348431,5.057282,0
4-628,628,Rossignol Eiffel,47.312801,5.010379,0
4-326,326,Salengro,47.30825,5.057288,0
4-851,851,Sennecey Mairie,47.291534,5.102053,0
4-696,696,Via Romana,47.342854,5.058309,0
4-632,632,Ste-Chantal,47.31559,5.024032,0
4-175,175,St-François,47.325218,5.014905,0
4-314,314,St-Luc,47.340897,5.017559,0
4-66,66,Jouvet,47.338909,4.996883,0
4-180,180,Théâtre,47.320923,5.043201,0
4-1078,1078,Toison d'Or,47.354649,5.051652,0
4-472,472,Vigne aux Chiens,47.333275,5.075562,0
4-1000,1000,Vaux Bruns,47.335732,4.983617,0
4-524,524,Z.I. Beauregard,47.278973,5.054913,0
4-521,521,22 Janvier,47.276405,5.058459,0
4-522,522,Longvic Z.I.,47.275043,5.060532,0
4-525,525,Oscara,47.272636,5.048018,0
4-526,526,Fortin,47.272858,5.050859,0
4-527,527,Henry Darcy,47.270332,5.05528,0
4-529,529,Via Agrippa,47.270149,5.04813,0
4-536,536,Freycinet,47.268456,5.046682,0
4-537,537,Hôtel Freycinet,47.271072,5.044831,0
4-1241,1241,Bourroches Eiffel,47.314301,5.014067,0
4-1238,1238,Bel Air,47.313221,5.003161,0
4-606,606,Patte d'Oie,47.311127,5.004208,0
4-1239,1239,Saulx Tavannes,47.316975,4.989028,0
4-1043,1043,Longvic Centre,47.286942,5.063982,0
4-1097,1097,Prison,47.313023,5.051483,0
4-1210,1210,Chèvre Morte,47.331661,5.0145,0
4-1604,1604,Lycée Carnot,47.323673,5.049483,0
4-1615,1615,Thibaut,47.293686,5.008722,0
4-953,953,Langevin,47.284779,5.010658,0
4-807,807,Fyot,47.310055,5.015945,0
4-367,367,Longènes,47.33025,5.077446,0
4-1243,1243,Leclerc,47.3311,5.011917,0
4-1226,1226,Champeaux,47.301395,5.063595,0
4-1064,1064,Château,47.314327,5.105786,0
4-93,93,Lycée H. Fontaine,47.317726,5.051285,0
4-1664,1664,La Gentiane,47.278648,5.115433,0
4-1652,1652,La Planchotte,47.336517,5.083726,0
4-1237,1237,Gorgets,47.320183,5.009583,0
4-1346,1346,Glycines,47.339035,5.020987,0
4-10047,10047,Bizet,47.332073,5.027045,0
4-785,785,Dubois,47.325188,5.032444,0
4-1170,1170,Canzio,47.342941,5.000473,0
4-10017,10017,Carraz,47.300304,5.021,0
4-1326,1326,Menuisiers,47.290874,5.149155,0
4-1368,1368,AgroSup,47.310993,5.066163,0
4-1435,1435,Gare SNCF,47.322613,5.031361,0
4-1347,1347,Terrillon,47.337223,5.03231,0
4-1404,1404,Le Suzon,47.346764,5.035108,0
4-80,80,Lycée de Serres,47.308331,5.116314,0
4-1324,1324,Kennedy,47.292953,5.130253,0
4-1325,1325,J. Moulin,47.291477,5.134767,0
4-1395,1395,Hauteville Mairie,47.364384,4.992774,0
4-1393,1393,Place du Puits,47.365864,4.995046,0
4-10039,10039,St-Laurent,47.357197,4.990694,0
4-10066,10066,Docteur Schmitt,47.324112,5.073637,0
4-10067,10067,Hyacinthe Vincent,47.326309,5.073167,0
4-1350,1350,Abbé Chanlon,47.304878,5.01251,0
4-365,365,Billardon,47.328876,5.068903,0
4-955,955,MARSANNAY,47.280182,5.006566,0
4-1384,1384,Chevigny Mairie,47.301342,5.13519,0
4-10059,10059,Clomiers,47.334099,5.016119,0
4-10001,10001,Fontaine C. Cial,47.355652,5.03022,0
4-10068,10068,LONGVIC Centre,47.287334,5.063738,0
4-24,24,Champ Chardon,47.283413,5.127625,0
4-95,95,Collège Rameau,47.321915,4.995851,0
4-978,978,Allobroges,47.339386,5.039185,0
4-270,270,Monge Cité de la gastronomie,47.317448,5.031603,0
4-1172,1172,Lycée Boivin,47.302135,5.127623,0
4-1351,1351,L. de Vinci,47.302689,5.010323,0
4-45,45,Lescure,47.337582,5.108899,0
4-1650,1650,Moirey,47.334602,5.083283,0
4-1219,1219,30 Octobre,47.320984,5.052033,0
4-60,60,Pré Rondot,47.338314,5.105388,0
4-723,723,Theuriet,47.33815,5.050509,0
4-855,855,Morel Retz,47.305557,5.039406,0
4-769,769,Salengro,47.308109,5.056421,0
4-10069,10069,Wilson Sisley,47.316563,5.042583,0
4-10074,10074,Bouchet,47.347561,5.078083,0
4-540,540,Oscara,47.272678,5.048205,0
4-538,538,Via Agrippa,47.270077,5.048232,0
4-1240,1240,Bel Air,47.31266,5.004046,0
4-627,627,Patte d'Oie,47.311356,5.004497,0
4-1291,1291,Duhamel,47.284119,5.056907,0
4-1042,1042,Longvic Centre,47.287041,5.063921,0
4-1099,1099,Prison,47.312965,5.051639,0
4-1207,1207,Chèvre Morte,47.330776,5.0139,0
4-1607,1607,Lycée Carnot,47.323517,5.049607,0
4-1618,1618,Thibaut,47.293644,5.009024,0
4-806,806,Fyot,47.309799,5.016144,0
4-1236,1236,Leclerc,47.330624,5.011549,0
4-1225,1225,Champeaux,47.301537,5.063787,0
4-1066,1066,Château,47.314693,5.105898,0
4-1665,1665,La Gentiane,47.278885,5.114943,0
4-1242,1242,Gorgets,47.320206,5.00977,0
4-1360,1360,Glycines,47.339214,5.021076,0
4-10048,10048,Bizet,47.332027,5.027016,0
4-1222,1222,Dubois,47.325054,5.031973,0
4-551,551,Terrillon,47.337303,5.03238,0
4-10018,10018,Carraz,47.300411,5.021099,0
4-1327,1327,Menuisiers,47.29089,5.149249,0
4-1367,1367,AgroSup,47.312096,5.064062,0
4-1442,1442,Gare SNCF Sévigné,47.322563,5.030365,0
4-1329,1329,Kennedy,47.293079,5.129929,0
4-10060,10060,MARSANNAY Portes du Sud,47.278889,5.019343,0
4-1356,1356,Abbé Chanlon,47.304962,5.012739,0
4-10030,10030,Billardon,47.329575,5.069826,0
4-1375,1375,Lycée de Gaulle,47.347095,5.041641,0
4-1385,1385,Chevigny Mairie,47.301353,5.134688,0
4-10061,10061,Clomiers,47.334015,5.016326,0
4-1342,1342,Dallas CRI,47.336586,5.060691,0
4-1586,1586,Marne,47.330341,5.048352,0
4-986,986,Allobroges,47.339325,5.038308,0
4-1339,1339,Chanoine Kir,47.317745,5.003678,0
4-1355,1355,L. de Vinci,47.302544,5.009972,0
4-131,131,Valentin,47.288467,5.060317,0
4-1637,1637,Marronniers,47.28252,5.105965,0
4-1440,1440,Urgences CHU,47.322399,5.069909,0
4-1216,1216,30 Octobre,47.320858,5.05204,0
4-984,984,Theuriet,47.33847,5.050261,0
4-770,770,Salengro,47.308262,5.056429,0
4-10075,10075,Bouchet,47.347332,5.078257,0
4-1218,1218,Blanchisseries,47.307117,5.037341,0
4-1602,1602,Parc des Sports,47.322487,5.065055,0
4-1398,1398,Poincaré,47.329399,5.059345,0
4-1231,1231,Perrières,47.322968,5.019187,0
4-1443,1443,Gare SNCF,47.322521,5.030602,0
4-130,130,Bons Compagnons,47.332386,5.090967,0
4-106,106,Bons Compagnons,47.332432,5.091288,0
4-107,107,Bois Guillaume,47.334705,5.097429,0
4-129,129,Bois Guillaume,47.334476,5.096914,0
4-108,108,Robin,47.336182,5.101305,0
4-156,156,Robin,47.336403,5.101807,0
4-1333,1333,Chevigny Mairie,47.30217,5.136623,0
4-1400,1400,Boutaric,47.335144,5.060432,0
4-1287,1287,Fauconnet,47.338715,5.039402,0
4-1214,1214,Chanoine Kir,47.317131,5.003766,0
4-388,388,Grésilles Trimolet,47.329193,5.065001,0
4-1372,1372,Theuriet,47.337959,5.050923,0
4-357,357,Piscine,47.322491,5.001307,0
4-364,364,Piscine,47.322628,5.001182,0
4-387,387,Champs Perdrix,47.319786,5.0046,0
4-401,401,Champs Perdrix,47.320473,5.003721,0
4-394,394,Avenue du Lac,47.318581,5.005334,0
4-395,395,Avenue du Lac,47.318584,5.005599,0
4-1292,1292,Longvic Centre,47.287178,5.062711,0
4-1601,1601,Montmuzard,47.324738,5.065064,0
4-1608,1608,Parc des Sports,47.322674,5.065144,0
4-1403,1403,Poincaré,47.329304,5.059247,0
4-1675,1675,Auditorium,47.328506,5.052548,0
4-1596,1596,Dubois,47.325115,5.031341,0
4-1363,1363,Le Suzon,47.34684,5.035311,0
4-368,368,Lagny,47.316605,5.034975,0
4-1401,1401,Boutaric,47.33519,5.060355,0
4-1371,1371,Toison d'Or,47.354462,5.052279,0
4-1609,1609,Montmuzard,47.32534,5.065055,0
4-1676,1676,Auditorium,47.328457,5.051963,0
4-1642,1642,Grand Marché,47.312222,5.103454,0
4-1628,1628,Grand Marché,47.312458,5.102963,0
4-10071,10071,Billardon,47.330212,5.070679,1
4-1041,1041,Ecole de Gendarmerie,47.275669,5.072877,0
4-766,766,Ahuy (Arrêt de descente),47.367588,5.023933,1
4-728,728,AHUY,47.367348,5.024676,1
4-477,477,Abbé Pierre,47.330284,5.0889,1
4-1542,1542,Auditorium,47.328571,5.052048,1
4-1562,1562,Auditorium,47.328625,5.052474,1
4-742,742,Barbe,47.329006,5.039666,0
4-516,516,Becquerel,47.288601,5.022715,0
4-405,405,Belin,47.321136,4.999453,1
4-125,125,LONGVIC,47.282272,5.058969,1
4-539,539,Billardon,47.329174,5.070044,1
4-1110,1110,Billardon,47.328419,5.069608,1
4-1457,1457,Bourroches,47.305378,5.023505,1
4-1490,1490,Bourroches,47.305443,5.023429,1
4-1348,1348,Bourroches Eiffel,47.313568,5.01501,1
4-1136,1136,BRESSEY,47.309174,5.182966,0
4-1046,1046,BRETENIERE,47.238396,5.115088,1
4-1543,1543,Grand Marché,47.312374,5.103475,1
4-1563,1563,Grand Marché,47.312416,5.103993,1
4-607,607,Calmette,47.309551,5.001866,1
4-1544,1544,Université,47.311577,5.073087,1
4-1564,1564,Université,47.3116,5.0733,1
4-1364,1364,Université,47.31118,5.073491,1
4-1038,1038,LONGVIC Carmélites,47.285805,5.073581,1
4-680,680,Lycée le Castel,47.31263,5.037567,1
4-733,733,Lycée de Gaulle,47.347111,5.041774,0
4-902,902,Collège Le Parc,47.310162,5.033049,0
4-297,297,Cellerier,47.327801,5.033409,0
4-53,53,Les Ateliers,47.295685,5.025002,0
4-431,431,Ecole des Métiers,47.291729,5.036035,1
4-1248,1248,Cours Fleury,47.327354,5.040986,1
4-252,252,Grands Crus,47.28458,5.008333,1
4-234,234,Grangier,47.322723,5.036965,1
4-1545,1545,Cap Vert,47.313568,5.094272,1
4-1565,1565,Cap Vert,47.313541,5.095396,1
4-163,163,Collège H. Dunant,47.302902,5.015005,0
4-1459,1459,Chenôve Centre,47.294567,5.00649,1
4-1534,1534,Chenôve Centre,47.294586,5.006505,1
4-1141,1141,Chevigny Pont Neuf,47.243359,5.056725,1
4-927,927,Champforey,47.27792,4.998174,0
4-254,254,Marsannay,47.279888,5.006445,1
4-448,448,Chicago,47.299301,5.056317,1
4-977,977,Chanoine Kir,47.317459,5.002816,1
4-20,20,Champmaillot,47.318623,5.054918,1
4-1546,1546,CHU - Hôpitaux,47.320343,5.067421,1
4-1566,1566,CHU - Hôpitaux,47.319885,5.067755,1
4-290,290,Cimetière,47.30373,5.063847,0
4-73,73,Clomiers,47.333527,5.016328,1
4-487,487,Lycée Eiffel,47.334286,5.066704,1
4-1129,1129,NEUILLY-CRIMOLOIS République,47.273975,5.119567,0
4-1462,1462,Darcy,47.323788,5.034252,1
4-1494,1494,Darcy,47.323856,5.034388,1
4-1600,1600,Darcy Sévigné,47.323311,5.032666,1
4-1230,1230,Darcy Devosge,47.324234,5.034407,1
4-1464,1464,Le Mail,47.299774,5.010482,1
4-1496,1496,Le Mail,47.299767,5.010481,1
4-1143,1143,Domois,47.259174,5.048248,0
4-776,776,Square Darcy,47.323849,5.032323,1
4-81,81,Collège Dorgelès,47.294655,5.059785,0
4-1465,1465,Drapeau,47.332893,5.043953,1
4-1497,1497,Drapeau,47.332993,5.043932,1
4-861,861,Boutaric,47.334919,5.061149,1
4-484,484,Epirey Capnord,47.339672,5.067191,1
4-543,543,Europe Découverte,47.355072,5.04468,0
4-544,544,Europe Découverte,47.354958,5.04494,0
4-300,300,Dolet,47.344711,5.062708,0
4-310,310,Chaput,47.344437,5.065144,0
4-315,315,Cluj,47.346043,5.06655,0
4-318,318,Boirac,47.347858,5.065173,0
4-287,287,Perrenet,47.348755,5.062663,0
4-215,215,Flandres,47.355289,5.065261,0
4-205,205,Ardennes,47.352463,5.067223,0
4-330,330,Bailly,47.350037,5.080011,0
4-339,339,Yser,47.342976,5.077927,0
4-10076,10076,Breuchillière,47.345402,5.075045,0
4-10077,10077,Brot,47.344273,5.072895,0
4-10078,10078,Escaut,47.34306,5.073932,0
4-337,337,Redoute,47.340313,5.077049,0
4-1700,1700,Cracovie,47.341431,5.074378,1
4-343,343,Clairvot,47.346741,5.085298,0
4-340,340,Rosey,47.346504,5.081604,0
4-167,167,Dolet,47.345005,5.062815,0
4-166,166,Chaput,47.344444,5.06566,0
4-165,165,Cluj,47.345909,5.066451,0
4-164,164,Boirac,47.347694,5.065165,0
4-191,191,Perrenet,47.348526,5.062797,0
4-194,194,Flandres,47.355518,5.064783,0
4-202,202,Ardennes,47.352234,5.067754,0
4-162,162,Bailly,47.350067,5.080158,0
4-159,159,Yser,47.342754,5.077704,0
4-10079,10079,Breuchillière,47.345444,5.075088,0
4-10080,10080,Brot,47.344257,5.072749,0
4-10081,10081,Escaut,47.342907,5.073925,0
4-157,157,Redoute,47.340454,5.077612,1
4-1708,1708,Cracovie,47.341591,5.0744,0
4-238,238,Pont Churchill,47.351303,5.06262,0
4-193,193,Pont Churchill,47.351524,5.062751,0
4-486,486,Dallas CRI,47.335892,5.062628,1
4-79,79,Domaine d'Epoisses,47.236561,5.098115,0
4-1550,1550,Erasme,47.315311,5.067058,1
4-1569,1569,Erasme,47.314987,5.067492,1
4-1466,1466,Europe - Simone Veil,47.353085,5.046196,1
4-1498,1498,Europe - Simone Veil,47.353142,5.045576,1
4-880,880,Fac. des Sciences,47.3158,5.064661,1
4-423,423,Félizots,47.34325,5.023212,0
4-1139,1139,FÉNAY,47.232635,5.063779,0
4-10003,10003,FLAVIGNEROT,47.278362,4.916357,0
4-1232,1232,Motte Giron,47.315578,4.987145,0
4-356,356,Fontaine d'Ouche,47.323036,4.997919,1
4-1467,1467,Foch Gare,47.323483,5.030279,1
4-1499,1499,Foch Gare,47.323551,5.030455,1
4-308,308,FONTAINE Village,47.348171,5.010879,1
4-1585,1585,DIJON Gare,47.323296,5.028258,1
4-1551,1551,DIJON Gare,47.323349,5.02826,1
4-273,273,Grangier,47.322525,5.038517,1
4-1528,1528,Godrans Les Halles,47.325256,5.038801,1
4-1536,1536,Godrans Les Halles,47.325432,5.039339,1
4-406,406,Parc de la Colombière,47.299191,5.040249,0
4-1555,1555,Grésilles Trimolet,47.328873,5.064415,1
4-1571,1571,Grésilles Trimolet,47.328915,5.064589,1
4-1182,1182,Poste,47.323315,5.036704,1
4-425,425,Monnet,47.346855,5.026479,1
4-449,449,Guignard,47.300301,5.059768,0
4-444,444,Guignard,47.300579,5.060166,0
4-500,500,Gay Lussac,47.290775,5.022083,0
4-1469,1469,Carraz,47.300926,5.021005,1
4-1502,1502,Carraz,47.301018,5.020944,1
4-823,823,De Coubertin,47.309151,5.08359,1
4-237,237,Monge Cité de la gastronomie,47.316761,5.030642,1
4-618,618,Hortensias,47.303196,4.996071,1
4-301,301,Houdart,47.33617,5.025014,1
4-1592,1592,HAUTEVILLE,47.367035,5.002735,1
4-1471,1471,Jaurès,47.310467,5.026394,1
4-1504,1504,Jaurès,47.31081,5.026451,1
4-495,495,Jean Bertin,47.35453,5.040878,0
4-545,545,Jean Bertin,47.354855,5.041265,0
4-56,56,Lycée Boivin,47.302364,5.126696,0
4-1188,1188,Ronde,47.31678,5.109752,0
4-1472,1472,Junot,47.338955,5.044565,1
4-1505,1505,Junot,47.33918,5.04459,1
4-496,496,Justice,47.294498,5.021093,0
4-96,96,Lycée Eiffel,47.334389,5.070681,0
4-10,10,Lycée Eiffel,47.334324,5.070744,0
4-12,12,Cap Vert,47.313469,5.094942,1
4-1007,1007,Le Lac,47.325558,5.007602,0
4-126,126,Bief du Moulin,47.28413,5.061008,1
4-1016,1016,Lycée Kir,47.341515,4.966862,0
4-1315,1315,Longvic Z.I.,47.275349,5.062016,0
4-1132,1132,MAGNY,47.276825,5.174128,0
4-1474,1474,1er Mai,47.314625,5.028748,1
4-1507,1507,1er Mai,47.314762,5.028728,1
4-556,556,Mansart,47.312813,5.061557,1
4-1657,1657,Gare SNCF,47.322205,5.030665,1
4-1599,1599,Marmuzots,47.328125,5.01333,1
4-828,828,Urgences CHU,47.322346,5.069866,1
4-92,92,Mont Blanc,47.299194,5.0776,0
4-1246,1246,MARSANNAY Charon,47.267376,4.989676,1
4-152,152,Fassoles,47.334743,5.009319,1
4-1322,1322,CHEVIGNY,47.297997,5.125317,1
4-31,31,St-Mesmin,47.332428,5.018338,1
4-1556,1556,Mazen Sully,47.314499,5.076652,1
4-1572,1572,Mazen Sully,47.314754,5.076572,1
4-1135,1135,Maladière,47.344482,5.000749,0
4-1530,1530,Monge Cité de la gastronomie,47.31731,5.031371,1
4-1537,1537,Monge Cité de la gastronomie,47.317753,5.031274,1
4-499,499,Montgolfier,47.291569,5.019305,0
4-509,509,Morvan,47.342194,5.038029,0
4-520,520,Morvan,47.342003,5.038152,0
4-658,658,Montagne de Larrey,47.31052,4.994199,0
4-1204,1204,TALANT Citadelle,47.343433,4.993096,1
4-1475,1475,Nation,47.346291,5.045308,1
4-1508,1508,Nation,47.346409,5.045221,1
4-10000,10000,Les Ateliers,47.295582,5.024455,0
4-10051,10051,Dépôt Navette Personnel,47.295479,5.025389,0
4-10052,10052,Dépôt Navette Personnel,47.295479,5.025389,0
4-1580,1580,Piscine Olympique,47.314968,5.08193,1
4-1581,1581,Piscine Olympique,47.314968,5.082301,1
4-10062,10062,Verger Conservatoire,47.259743,5.079083,0
4-10063,10063,Verger Conservatoire,47.260067,5.078676,0
4-814,814,Pré aux Moines,47.290279,5.10007,1
4-136,136,Parc,47.302555,5.048861,0
4-1025,1025,Bolotte,47.271839,5.003888,0
4-1557,1557,Parc des Sports,47.322617,5.065274,1
4-1573,1573,Parc des Sports,47.322399,5.065329,1
4-992,992,PLOMBIERES,47.346588,4.964914,0
4-491,491,Grésilles Trimolet,47.329166,5.065026,1
4-1558,1558,Poincaré,47.328842,5.058522,1
4-1574,1574,Poincaré,47.328884,5.059412,1
4-542,542,Presles,47.354591,5.035583,0
4-1668,1668,DIJON Valmy,47.365627,5.04666,1
4-1509,1509,DIJON Valmy,47.365612,5.047017,1
4-1019,1019,PERRIGNY,47.264305,5.00736,1
4-674,674,Theuriet,47.33802,5.051416,1
4-1645,1645,ST-APOLLINAIRE Pré Thomas,47.327911,5.085349,1
4-1192,1192,QUETIGNY Europe,47.319576,5.10492,1
4-1559,1559,QUETIGNY Centre La Parenthèse,47.313873,5.110091,1
4-1575,1575,QUETIGNY Centre La Parenthèse,47.313889,5.110158,1
4-1059,1059,QUETIGNY  Allées Cavalières,47.317078,5.118636,0
4-1477,1477,République,47.32658,5.044097,1
4-1510,1510,République,47.326706,5.044077,1
4-1560,1560,République,47.326523,5.045815,1
4-1576,1576,République,47.326611,5.045872,1
4-1692,1692,République,47.32618,5.043507,1
4-1605,1605,République,47.326813,5.045326,1
4-1606,1606,République,47.326385,5.045093,1
4-514,514,Rue de Longvic,47.289658,5.008653,0
4-259,259,Rue de Longvic,47.29105,5.008299,0
4-248,248,Rue de Longvic,47.290806,5.008009,0
4-303,303,Rue de Longvic,47.289894,5.008109,0
4-668,668,Roosevelt,47.34808,5.058019,1
4-605,605,Rossignol Eiffel,47.312767,5.010311,1
4-1166,1166,Route de Beaune,47.288181,5.012905,0
4-1165,1165,Route de Beaune,47.287388,5.01223,0
4-293,293,Salengro,47.308456,5.057696,1
4-890,890,CHEVIGNY Z.I.,47.293091,5.150568,0
4-849,849,Sennecey Mairie,47.291519,5.102026,0
4-1441,1441,Darcy,47.324142,5.031742,1
4-670,670,Via Romana,47.342854,5.05823,1
4-1276,1276,Sainte-Anne,47.302643,4.98878,1
4-601,601,Ste-Chantal,47.315136,5.023466,1
4-148,148,St-François,47.325344,5.014859,0
4-304,304,St-Luc,47.34182,5.018505,0
4-23,23,St-Michel,47.321392,5.045475,0
4-44,44,TALANT Dullin,47.340355,4.992718,1
4-39,39,Jouvet,47.338921,4.996778,0
4-511,511,CHENOVE C. Cial,47.283237,5.020395,0
4-82,82,Théâtre,47.321194,5.04393,1
4-1484,1484,Toison d'Or,47.355274,5.052135,1
4-1514,1514,Toison d'Or,47.355476,5.05241,1
4-428,428,Tuilerie,47.23035,5.07204,0
4-410,410,Tulipes,47.317219,5.001521,0
4-10025,10025,Université,47.310524,5.0731,1
4-1531,1531,Giroud,47.364952,5.049381,1
4-1538,1538,Giroud,47.365295,5.049743,1
4-1532,1532,Pôle Santé,47.36121,5.051244,1
4-1539,1539,Pôle Santé,47.361214,5.051059,1
4-1533,1533,Valendons,47.3018,5.015188,1
4-1540,1540,Valendons,47.301834,5.015242,1
4-376,376,ST-APOLLINAIRE Val Sully,47.33662,5.091583,1
4-384,384,Vigne aux Chiens,47.332699,5.076658,0
4-1011,1011,Vaux Bruns,47.335842,4.98345,1
4-141,141,Wilson Carnot,47.316505,5.044248,1
4-746,746,Wilson Dumont,47.315296,5.042017,1
4-336,336,Zénith,47.353878,5.057931,0
4-1487,1487,Zénith,47.356541,5.056477,1
4-1518,1518,Zénith,47.356529,5.056609,1
4-1390,1390,Zénith,47.353897,5.058276,1
